Rank,Name,Age,Link,Favorites,Animeography,PFP
866,Akaza,18,https://myanimelist.net/character/174147/Akaza,2158,"Kimetsu no Yaiba Movie: Mugen Ressha-hen, Kimetsu no Yaiba: Yuukaku-hen, Kimetsu no Yaiba: Mugen Ressha-hen",https://cdn.myanimelist.net/images/characters/2/464775.jpg
867,Pen Pen,5,https://myanimelist.net/character/1892/Pen_Pen,2156,"Shinseiki Evangelion, Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni, Evangelion Movie 1: Jo",https://cdn.myanimelist.net/images/characters/7/346982.jpg
868,"Black, Jet",undefined,https://myanimelist.net/character/3/Jet_Black,2156,"Cowboy Bebop, Cowboy Bebop: Tengoku no Tobira, Cowboy Bebop: Yose Atsume Blues",https://cdn.myanimelist.net/images/characters/11/253723.jpg
869,"Takagi, Yasushi",undefined,https://myanimelist.net/character/2450/Yasushi_Takagi,2155,Nana,https://cdn.myanimelist.net/images/characters/3/341596.jpg
870,"Pheles, Mephisto",1,https://myanimelist.net/character/30432/Mephisto_Pheles,2148,"Ao no Exorcist: Ura Ex, Ao no Exorcist, Ao no Exorcist: Kuro no Iede",https://cdn.myanimelist.net/images/characters/3/132999.jpg
871,"Oda, Sakunosuke",26,https://myanimelist.net/character/144971/Sakunosuke_Oda,2145,"Bungou Stray Dogs 2nd Season, Bungou Stray Dogs: Dead Apple, Bungou Stray Dogs Wan!",https://cdn.myanimelist.net/images/characters/16/313386.jpg
872,Ruler,undefined,https://myanimelist.net/character/67769/Ruler,2145,"Fate/Apocrypha, Fate/Apocrypha Recaps, Fate/Grand Order",https://cdn.myanimelist.net/images/characters/4/317698.jpg
873,"Itsuka, Kotori",14,https://myanimelist.net/character/65263/Kotori_Itsuka,2144,"Date A Live, Date A Live: Date to Date, Date A Live II",https://cdn.myanimelist.net/images/characters/16/211505.jpg
874,"Kurosawa, Kakeru",undefined,https://myanimelist.net/character/16454/Kakeru_Kurosawa,2142,,https://cdn.myanimelist.net/images/characters/13/111617.jpg
875,"Nanjou, Sachi",undefined,https://myanimelist.net/character/58443/Sachi_Nanjou,2140,,https://cdn.myanimelist.net/images/characters/15/288305.jpg
876,Kite,undefined,https://myanimelist.net/character/20594/Kite,2137,"Hunter x Hunter, Hunter x Hunter: Greed Island Final, Hunter x Hunter Pilot",https://cdn.myanimelist.net/images/characters/5/203429.jpg
877,"Honda, Gorou",undefined,https://myanimelist.net/character/467/Gorou_Honda,2136,"Major S2, Major S1, Major S3",https://cdn.myanimelist.net/images/characters/7/82370.jpg
878,"Sonoda, Umi",16,https://myanimelist.net/character/46167/Umi_Sonoda,2129,"Bokura no Live Kimi to no Life, Snow Halation, Natsu-iro Egao de 1, 2, Jump!",https://cdn.myanimelist.net/images/characters/5/196143.jpg
879,"Nandaba, Naota",undefined,https://myanimelist.net/character/630/Naota_Nandaba,2128,FLCL,https://cdn.myanimelist.net/images/characters/12/117021.jpg
880,"Bradley, King",undefined,https://myanimelist.net/character/5103/King_Bradley,2126,"Fullmetal Alchemist, Fullmetal Alchemist: Premium Collection, Fullmetal Alchemist: Brotherhood",https://cdn.myanimelist.net/images/characters/11/62053.jpg
881,"Nota Seniorious, Chtholly",15,https://myanimelist.net/character/148681/Chtholly_Nota_Seniorious,2120,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,https://cdn.myanimelist.net/images/characters/16/327407.jpg
882,"Midorima, Shintarou",16,https://myanimelist.net/character/22253/Shintarou_Midorima,2120,"Kuroko no Basket: Oshaberi Demo Shimasen ka, Kuroko no Basket: Saikou no Present desu, Kuroko no Basket Movie 4: Last Game",https://cdn.myanimelist.net/images/characters/7/165835.jpg
883,Friend,undefined,https://myanimelist.net/character/14314/Friend,2120,,https://cdn.myanimelist.net/images/characters/16/274844.jpg
884,Tobi,undefined,https://myanimelist.net/character/3149/Tobi,2120,"Naruto: Shippuuden, Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono, Naruto x UT",https://cdn.myanimelist.net/images/characters/14/73577.jpg
885,Reg,undefined,https://myanimelist.net/character/140046/Reg,2119,"Made in Abyss, Made in Abyss Movie 3: Fukaki Tamashii no Reimei, Made in Abyss Movie 1: Tabidachi no Yoake",https://cdn.myanimelist.net/images/characters/4/326001.jpg
886,Togata,300,https://myanimelist.net/character/151139/Togata,2112,,https://cdn.myanimelist.net/images/characters/10/444306.jpg
887,YoRHa 2-gou B-gata,3,https://myanimelist.net/character/153798/YoRHa_2-gou_B-gata,2111,"NieR:Automata Ver1.1a, NieR:Automata Ver1.1a Part 2",https://cdn.myanimelist.net/images/characters/6/489088.jpg
888,"Tsugumi, Seishirou",15,https://myanimelist.net/character/58885/Seishirou_Tsugumi,2104,"Nisekoi, Nisekoi OVA, Nisekoi:",https://cdn.myanimelist.net/images/characters/8/241659.jpg
889,"Shinonome, Hakase",undefined,https://myanimelist.net/character/41055/Hakase_Shinonome,2103,"Nichijou: Nichijou no 0-wa, Nichijou, Nichijou: Original Jikai Yokoku",https://cdn.myanimelist.net/images/characters/5/113407.jpg
890,"Kaburagi, Kotetsu T.",undefined,https://myanimelist.net/character/40851/Kotetsu_T_Kaburagi,2101,"Tiger & Bunny, Tiger & Bunny Pilot, Tiger & Bunny Movie 1: The Beginning",https://cdn.myanimelist.net/images/characters/10/113442.jpg
891,"Hazuki, Nagisa",undefined,https://myanimelist.net/character/83021/Nagisa_Hazuki,2098,"Free!, Free!: FrFr - Short Movie, Free! Eternal Summer",https://cdn.myanimelist.net/images/characters/15/212021.jpg
892,"Lion, Ryuu",undefined,https://myanimelist.net/character/116183/Ryuu_Lion,2091,"Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen, Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Fuka Shou - Yakusai-hen, Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka",https://cdn.myanimelist.net/images/characters/11/508899.jpg
893,"Boyle, Arthur",17,https://myanimelist.net/character/134151/Arthur_Boyle,2089,"Enen no Shouboutai, Enen no Shouboutai: Ni no Shou, Enen no Shouboutai Mini Anime",https://cdn.myanimelist.net/images/characters/2/384687.jpg
894,"Takarada, Rikka",undefined,https://myanimelist.net/character/160388/Rikka_Takarada,2088,"SSSS.Gridman, Gridman Universe, SSSS.Gridman Movie",https://cdn.myanimelist.net/images/characters/9/504102.jpg
895,Yui,10,https://myanimelist.net/character/43892/Yui,2088,"Sword Art Online: Sword Art Offline - Extra Edition, Sword Art Online Movie: Ordinal Scale - Sword Art Offline, Sword Art Online",https://cdn.myanimelist.net/images/characters/15/264165.jpg
896,"Ikishima, Midari",undefined,https://myanimelist.net/character/123915/Midari_Ikishima,2077,"Kakegurui, Kakegurui××, Kakegurui Twin",https://cdn.myanimelist.net/images/characters/4/322953.jpg
897,"Hiraga, Saito",17,https://myanimelist.net/character/137/Saito_Hiraga,2070,"Zero no Tsukaima, Zero no Tsukaima: Futatsuki no Kishi, Zero no Tsukaima: Princesses no Rondo",https://cdn.myanimelist.net/images/characters/13/50370.jpg
898,"Kurosaki, Tasuku",24,https://myanimelist.net/character/15838/Tasuku_Kurosaki,2066,,https://cdn.myanimelist.net/images/characters/8/239495.jpg
899,"Mitsuya, Takashi",15,https://myanimelist.net/character/173232/Takashi_Mitsuya,2057,"Tokyo Revengers, Chibi Revenger, Tokyo Revengers: Seiya Kessen-hen",https://cdn.myanimelist.net/images/characters/4/388013.jpg
900,Lum,undefined,https://myanimelist.net/character/4835/Lum,2048,"Urusei Yatsura, Urusei Yatsura: Haru da, Tobidase!, Urusei Yatsura OVA",https://cdn.myanimelist.net/images/characters/11/498938.jpg
901,"Seiei, Setsuna F.",16,https://myanimelist.net/character/4234/Setsuna_F_Seiei,2041,"Kidou Senshi Gundam 00, Kidou Senshi Gundam 00 Second Season, Kidou Senshi Gundam 00: Tenshi-tachi no Kiseki",https://cdn.myanimelist.net/images/characters/9/76517.jpg
902,"Jin, Mo-Ri",undefined,https://myanimelist.net/character/157935/Mo-Ri_Jin,2038,The God of High School,https://cdn.myanimelist.net/images/characters/10/354507.jpg
903,Tsunade,50,https://myanimelist.net/character/2767/Tsunade,2038,"Naruto, Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!, Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!",https://cdn.myanimelist.net/images/characters/12/523646.jpg
904,"Hino, Rei",undefined,https://myanimelist.net/character/2367/Rei_Hino,2038,"Bishoujo Senshi Sailor Moon, Bishoujo Senshi Sailor Moon R: The Movie, Bishoujo Senshi Sailor Moon S",https://cdn.myanimelist.net/images/characters/2/324042.jpg
905,Yamato,28,https://myanimelist.net/character/184114/Yamato,2035,"One Piece: Dai Tokushuu! Momonosuke no Mei Shogun e no Michi, One Piece, One Piece: Dai Tannou Kikaku! ""Shi no Gekai"" Trafalgar Law",https://cdn.myanimelist.net/images/characters/9/486931.jpg
906,Sasori,35,https://myanimelist.net/character/1900/Sasori,2023,"Naruto: Shippuuden, Naruto SD: Rock Lee no Seishun Full-Power Ninden, Naruto: Shippuuden Movie 6 - Road to Ninja",https://cdn.myanimelist.net/images/characters/6/128070.jpg
907,"Kotatsu, Tamaki",17,https://myanimelist.net/character/135798/Tamaki_Kotatsu,2020,"Enen no Shouboutai, Enen no Shouboutai: Ni no Shou, Enen no Shouboutai Mini Anime",https://cdn.myanimelist.net/images/characters/10/496649.jpg
908,"Tsushima, Yoshiko",15,https://myanimelist.net/character/135408/Yoshiko_Tsushima,2020,"Kimi no Kokoro wa Kagayaiteru kai?, Love Live! Sunshine!!, Koi ni Naritai Aquarium",https://cdn.myanimelist.net/images/characters/9/318793.jpg
909,"Tatsumi, Koutarou",undefined,https://myanimelist.net/character/164575/Koutarou_Tatsumi,2013,"Zombieland Saga, Zombieland Saga Revenge",https://cdn.myanimelist.net/images/characters/9/364578.jpg
910,The Skull Knight,undefined,https://myanimelist.net/character/7881/The_Skull_Knight,2012,"Berserk: Ougon Jidai-hen II - Doldrey Kouryaku, Berserk: Ougon Jidai-hen III - Kourin, Berserk",https://cdn.myanimelist.net/images/characters/8/535379.jpg
911,"Cheng, Xiaoshi",21,https://myanimelist.net/character/196252/Xiaoshi_Cheng,2001,"Shiguang Dailiren, Shiguang Dailiren Fanwai Pian: Biwu Zhaoqin, Shiguang Dailiren II",https://cdn.myanimelist.net/images/characters/2/491898.jpg
912,Suigintou,undefined,https://myanimelist.net/character/1072/Suigintou,1999,"Rozen Maiden, Rozen Maiden: Träumend, Rozen Maiden: Ouvertüre",https://cdn.myanimelist.net/images/characters/16/220173.jpg
913,Nikaidou,undefined,https://myanimelist.net/character/16057/Nikaidou,1997,"Dorohedoro, Dorohedoro: Ma no Omake, Dorohedoro (Zoku-hen)",https://cdn.myanimelist.net/images/characters/14/196689.jpg
914,"Dostoyevsky, Fyodor",undefined,https://myanimelist.net/character/132964/Fyodor_Dostoyevsky,1996,"Bungou Stray Dogs 2nd Season, Bungou Stray Dogs: Dead Apple, Bungou Stray Dogs 3rd Season",https://cdn.myanimelist.net/images/characters/9/380465.jpg
915,"Heartnet, Train",23,https://myanimelist.net/character/42/Train_Heartnet,1989,"Black Cat (TV), Black Cat (TV): Toozakaru Neko",https://cdn.myanimelist.net/images/characters/15/78799.jpg
916,Scar,undefined,https://myanimelist.net/character/66/Scar,1988,"Fullmetal Alchemist, Fullmetal Alchemist: Reflections, Fullmetal Alchemist: Premium Collection",https://cdn.myanimelist.net/images/characters/3/31591.jpg
917,"Nendou, Riki",undefined,https://myanimelist.net/character/90293/Riki_Nendou,1986,"Saiki Kusuo no Ψ-nan, Saiki Kusuo no Ψ-nan 2, Saiki Kusuo no Ψ-nan: Kanketsu-hen",https://cdn.myanimelist.net/images/characters/15/349586.jpg
918,"Yuurakutei, Yakumo",undefined,https://myanimelist.net/character/119763/Yakumo_Yuurakutei,1980,"Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen, Shouwa Genroku Rakugo Shinjuu, Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen",https://cdn.myanimelist.net/images/characters/6/348746.jpg
919,"Gouda, Takeo",15,https://myanimelist.net/character/80757/Takeo_Gouda,1976,Ore Monogatari!!,https://cdn.myanimelist.net/images/characters/3/279776.jpg
920,Leone,20,https://myanimelist.net/character/65227/Leone,1969,"Akame ga Kill!, AkaKill! Gekijou, Akame ga Kill! Recap",https://cdn.myanimelist.net/images/characters/13/239435.jpg
921,Satoshi,10,https://myanimelist.net/character/2473/Satoshi,1969,"Pokemon, Pokemon Movie 01: Mewtwo no Gyakushuu, Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan",https://cdn.myanimelist.net/images/characters/10/100701.jpg
922,"Nakahara, Sunako",undefined,https://myanimelist.net/character/691/Sunako_Nakahara,1966,Yamato Nadeshiko Shichihenge♥,https://cdn.myanimelist.net/images/characters/16/46565.jpg
923,Zeref,400,https://myanimelist.net/character/37720/Zeref,1963,"Fairy Tail, Fairy Tail (2014), Fairy Tail Movie 2: Dragon Cry",https://cdn.myanimelist.net/images/characters/6/327914.jpg
924,"Kaizaki, Arata",27,https://myanimelist.net/character/123703/Arata_Kaizaki,1962,"ReLIFE, ReLIFE: Kanketsu-hen, ReLIFE: Kanketsu-hen Specials",https://cdn.myanimelist.net/images/characters/16/299672.jpg
925,Nyaruko,undefined,https://myanimelist.net/character/31418/Nyaruko,1955,"Haiyoru! Nyaruani, Haiyoru! Nyaruani: Remember My Love(craft-sensei), Haiyoru! Nyaruani: Remember My Love(craft-sensei) Special",https://cdn.myanimelist.net/images/characters/2/217623.jpg
926,Miia,undefined,https://myanimelist.net/character/60223/Miia,1953,"Monster Musume no Iru Nichijou, Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga, Monster Musume no Iru Nichijou OVA",https://cdn.myanimelist.net/images/characters/3/287359.jpg
927,"Ye, Xiu",15,https://myanimelist.net/character/149965/Xiu_Ye,1952,"Quanzhi Gaoshou, Quanzhi Gaoshou Specials, Quanzhi Gaoshou 2",https://cdn.myanimelist.net/images/characters/6/425074.jpg
928,Ashitaka,undefined,https://myanimelist.net/character/2802/Ashitaka,1952,Mononoke Hime,https://cdn.myanimelist.net/images/characters/12/484528.jpg
929,"Fairbrook Wingates Hellsing, Integra",22,https://myanimelist.net/character/603/Integra_Fairbrook_Wingates_Hellsing,1951,"Hellsing, Hellsing Ultimate, Hellsing: Digest for Freaks",https://cdn.myanimelist.net/images/characters/9/98495.jpg
930,Yoshino,14,https://myanimelist.net/character/70603/Yoshino,1943,"Date A Live, Date A Live II, Date A Live II: Kurumi Star Festival",https://cdn.myanimelist.net/images/characters/4/215469.jpg
931,Reborn,1,https://myanimelist.net/character/671/Reborn,1927,"Katekyou Hitman Reborn!, Katekyou Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!, Katekyou Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview",https://cdn.myanimelist.net/images/characters/12/64542.jpg
932,"Miketsukami, Soushi",22,https://myanimelist.net/character/47007/Soushi_Miketsukami,1926,"Inu x Boku SS, Inu x Boku SS: Miketsukami-kun Henka/Switch/Omamagoto",https://cdn.myanimelist.net/images/characters/12/164675.jpg
933,"Kiyose, Haiji",undefined,https://myanimelist.net/character/164617/Haiji_Kiyose,1924,Kaze ga Tsuyoku Fuiteiru,https://cdn.myanimelist.net/images/characters/16/398898.jpg
934,Cadis Etrama Di Raizel,3000,https://myanimelist.net/character/48967/Cadis_Etrama_Di_Raizel,1919,"Noblesse: Pamyeol-ui Sijak, Noblesse: Awakening, Noblesse",https://cdn.myanimelist.net/images/characters/12/249417.jpg
935,"Osana, Najimi",undefined,https://myanimelist.net/character/152632/Najimi_Osana,1915,"Komi-san wa, Comyushou desu., Komi-san wa, Comyushou desu. 2nd Season",https://cdn.myanimelist.net/images/characters/4/450832.jpg
936,Monokuma,undefined,https://myanimelist.net/character/73235/Monokuma,1914,"Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation, Danganronpa 3: Monokuma Gekijou, Wooser no Sono Higurashi: Kakusei-hen",https://cdn.myanimelist.net/images/characters/12/321856.jpg
937,"Uzumaki, Boruto",undefined,https://myanimelist.net/character/117517/Boruto_Uzumaki,1912,"Boruto: Naruto the Movie, Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi, Boruto: Naruto Next Generations",https://cdn.myanimelist.net/images/characters/2/292447.jpg
938,"Ogino, Chihiro",undefined,https://myanimelist.net/character/384/Chihiro_Ogino,1908,Sen to Chihiro no Kamikakushi,https://cdn.myanimelist.net/images/characters/7/434512.jpg
939,"Yamamoto, Takeshi",14,https://myanimelist.net/character/1556/Takeshi_Yamamoto,1907,"Katekyou Hitman Reborn!, Katekyou Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!, Katekyou Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview",https://cdn.myanimelist.net/images/characters/9/161411.jpg
940,Chelsea,undefined,https://myanimelist.net/character/65237/Chelsea,1902,"Akame ga Kill!, AkaKill! Gekijou",https://cdn.myanimelist.net/images/characters/11/260053.jpg
941,"Yuuki, Makoto",16,https://myanimelist.net/character/6203/Makoto_Yuuki,1900,"Persona 3 the Movie 1: Spring of Birth, Persona 3 the Movie 2: Midsummer Knight's Dream, Persona 3 the Movie 3: Falling Down",https://cdn.myanimelist.net/images/characters/2/70476.jpg
942,"Ootani, Atsushi",undefined,https://myanimelist.net/character/2380/Atsushi_Ootani,1900,Lovely★Complex,https://cdn.myanimelist.net/images/characters/12/86403.jpg
943,"Yamaguchi, Tadashi",15,https://myanimelist.net/character/71609/Tadashi_Yamaguchi,1897,"Haikyuu!!, Haikyuu!! Lev Genzan!, Haikyuu!! Second Season",https://cdn.myanimelist.net/images/characters/15/417857.jpg
944,"Akaza, Akari",13,https://myanimelist.net/character/35872/Akari_Akaza,1897,"Yuru Yuri, Yuru Yuri♪♪, Yuru Yuri Nachuyachumi!",https://cdn.myanimelist.net/images/characters/9/319182.jpg
945,"Zoldyck, Illumi",24,https://myanimelist.net/character/57/Illumi_Zoldyck,1893,"Hunter x Hunter, Hunter x Hunter: Original Video Animation, Hunter x Hunter: Greed Island",https://cdn.myanimelist.net/images/characters/8/174521.jpg
946,"Sunohara, Youhei",undefined,https://myanimelist.net/character/4610/Youhei_Sunohara,1890,"Clannad, Kaginado, Clannad Movie",https://cdn.myanimelist.net/images/characters/15/34967.jpg
947,"Fujiwara, Bunta",43,https://myanimelist.net/character/2820/Bunta_Fujiwara,1888,"Initial D Fourth Stage, Initial D First Stage, Initial D Second Stage",https://cdn.myanimelist.net/images/characters/16/496975.jpg
948,"Voltia, Luck",undefined,https://myanimelist.net/character/127886/Luck_Voltia,1886,"Black Clover, Mugyutto! Black Clover, Black Clover: Mahou Tei no Ken",https://cdn.myanimelist.net/images/characters/10/338847.jpg
949,Haji,142,https://myanimelist.net/character/849/Haji,1884,Blood+,https://cdn.myanimelist.net/images/characters/5/92561.jpg
950,"Wang, Qi",undefined,https://myanimelist.net/character/65443/Qi_Wang,1880,"Kingdom, Kingdom 2nd Season, Kingdom 3rd Season",https://cdn.myanimelist.net/images/characters/3/240321.jpg
951,"Kanamori, Sayaka",undefined,https://myanimelist.net/character/172493/Sayaka_Kanamori,1872,"Eizouken ni wa Te wo Dasu na!, Eizouken Mini Anime",https://cdn.myanimelist.net/images/characters/7/520260.jpg
952,Sniper Kamen,undefined,https://myanimelist.net/character/131122/Sniper_Kamen,1872,Tenkuu Shinpan,https://cdn.myanimelist.net/images/characters/7/442626.jpg
953,Shin,undefined,https://myanimelist.net/character/16058/Shin,1871,"Dorohedoro, Dorohedoro: Ma no Omake",https://cdn.myanimelist.net/images/characters/8/352877.jpg
954,"Suzuki, Iruma",undefined,https://myanimelist.net/character/154512/Iruma_Suzuki,1870,"Mairimashita! Iruma-kun, Mairimashita! Iruma-kun 2nd Season, Mairimashita! Iruma-kun 3rd Season",https://cdn.myanimelist.net/images/characters/8/393167.jpg
955,"Yotsuya, Miko",undefined,https://myanimelist.net/character/169393/Miko_Yotsuya,1869,Mieruko-chan,https://cdn.myanimelist.net/images/characters/4/456320.jpg
956,"Kanzaki, Urumi",undefined,https://myanimelist.net/character/455/Urumi_Kanzaki,1867,Great Teacher Onizuka,https://cdn.myanimelist.net/images/characters/15/113918.jpg
957,"Honda, Hanako",undefined,https://myanimelist.net/character/160099/Hanako_Honda,1855,"Asobi Asobase, Asobi Asobase: Cosplay Taikai/Otona no Watashi e, Asobi Asobase Specials",https://cdn.myanimelist.net/images/characters/5/353612.jpg
958,"Tendou, Satori",18,https://myanimelist.net/character/128987/Satori_Tendou,1855,"Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou, Haikyuu!! Movie 4: Concept no Tatakai, Haikyuu!! To the Top",https://cdn.myanimelist.net/images/characters/3/417888.jpg
959,"Hirako, Shinji",undefined,https://myanimelist.net/character/1084/Shinji_Hirako,1855,"Bleach, Bleach: Sennen Kessen-hen, Bleach: Sennen Kessen-hen - Ketsubetsu-tan",https://cdn.myanimelist.net/images/characters/3/72979.jpg
960,"Rokudou, Mukuro",15,https://myanimelist.net/character/1853/Mukuro_Rokudou,1853,"Katekyou Hitman Reborn!, Katekyou Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview, Katekyou Hitman Reborn! x ēlDLIVE Special",https://cdn.myanimelist.net/images/characters/16/47183.jpg
961,Eureka,undefined,https://myanimelist.net/character/1709/Eureka,1853,"Koukyoushihen Eureka Seven, Koukyoushihen Eureka Seven: Kinkyuu Tokuban Navigation ray=out, Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai",https://cdn.myanimelist.net/images/characters/13/109619.jpg
962,Saber,undefined,https://myanimelist.net/character/51523/Saber,1852,"Fate/Extra: Last Encore, Fate/Extra: Last Encore - Illustrias Tendousetsu, Toshiwasure Guda Guda Order 2016",https://cdn.myanimelist.net/images/characters/2/349681.jpg
963,"Mikk, Tyki",undefined,https://myanimelist.net/character/778/Tyki_Mikk,1845,"D.Gray-man, D.Gray-man Hallow",https://cdn.myanimelist.net/images/characters/13/73273.jpg
964,"Claes, Catarina",undefined,https://myanimelist.net/character/159166/Catarina_Claes,1840,"Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta..., Katarina Nounai Kaigi, Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X",https://cdn.myanimelist.net/images/characters/15/405615.jpg
965,"Miya, Atsumu",undefined,https://myanimelist.net/character/147022/Atsumu_Miya,1840,"Haikyuu!! To the Top, Haikyuu!! To the Top Part 2",https://cdn.myanimelist.net/images/characters/14/417868.jpg
966,Kaonashi,undefined,https://myanimelist.net/character/8298/Kaonashi,1840,Sen to Chihiro no Kamikakushi,https://cdn.myanimelist.net/images/characters/16/64987.jpg
967,"Matsuzaka, Satou",undefined,https://myanimelist.net/character/134256/Satou_Matsuzaka,1836,Happy Sugar Life,https://cdn.myanimelist.net/images/characters/12/359861.jpg
968,"Akai, Shuuichi",undefined,https://myanimelist.net/character/12051/Shuuichi_Akai,1829,"Meitantei Conan, Meitantei Conan Movie 18: Ijigen no Sniper, Meitantei Conan Movie 20: Junkoku no Nightmare",https://cdn.myanimelist.net/images/characters/3/208069.jpg
969,"Kotegawa, Yui",16,https://myanimelist.net/character/9530/Yui_Kotegawa,1827,"To LOVE-Ru Darkness OVA, To LOVE-Ru, To LOVE-Ru OVA",https://cdn.myanimelist.net/images/characters/10/150171.jpg
970,"Thierry, Laurent",undefined,https://myanimelist.net/character/177627/Laurent_Thierry,1826,"Great Pretender, Great Pretender: Razbliuto",https://cdn.myanimelist.net/images/characters/12/412378.jpg
971,Jeanne,undefined,https://myanimelist.net/character/138393/Jeanne,1822,"Vanitas no Karte, Vanitas no Karte Part 2, Vanitas no Karte: En Route Pour le Gévaudan",https://cdn.myanimelist.net/images/characters/15/444730.jpg
972,"Speeddraw, Fremy",undefined,https://myanimelist.net/character/88577/Fremy_Speeddraw,1821,"Rokka no Yuusha, Rokka no Yuusha Picture Drama",https://cdn.myanimelist.net/images/characters/9/214653.jpg
973,"Hiroi, Kikuri",undefined,https://myanimelist.net/character/206280/Kikuri_Hiroi,1820,Bocchi the Rock!,https://cdn.myanimelist.net/images/characters/4/493846.jpg
974,"Souma, Shigure",undefined,https://myanimelist.net/character/206/Shigure_Souma,1810,"Fruits Basket, Fruits Basket 1st Season, Fruits Basket 2nd Season",https://cdn.myanimelist.net/images/characters/12/388998.jpg
975,"Yamato, Kira",16,https://myanimelist.net/character/113/Kira_Yamato,1808,"Kidou Senshi Gundam SEED, Kidou Senshi Gundam SEED Destiny, Kidou Senshi Gundam SEED Destiny Final Plus: Erabareta Mirai",https://cdn.myanimelist.net/images/characters/10/72646.jpg
976,"Kani, Nayuta",18,https://myanimelist.net/character/125799/Nayuta_Kani,1802,"Imouto sae Ireba Ii., Imouto sae Ireba Ii. (ONA)",https://cdn.myanimelist.net/images/characters/12/338865.jpg
977,"Koibuchi, Kuranosuke",undefined,https://myanimelist.net/character/35476/Kuranosuke_Koibuchi,1802,"Kuragehime, Kuragehime: Eiyuu Retsuden☆",https://cdn.myanimelist.net/images/characters/6/103186.jpg
978,Kamui,18,https://myanimelist.net/character/12946/Kamui,1801,"Gintama, Gintama Movie 1: Shinyaku Benizakura-hen, Gintama'",https://cdn.myanimelist.net/images/characters/2/261111.jpg
979,"Uchiha, Shisui",undefined,https://myanimelist.net/character/22893/Shisui_Uchiha,1795,Naruto: Shippuuden,https://cdn.myanimelist.net/images/characters/16/292332.jpg
980,"Malandro, Michiko",undefined,https://myanimelist.net/character/15889/Michiko_Malandro,1794,Michiko to Hatchin,https://cdn.myanimelist.net/images/characters/13/41341.jpg
981,"Kasuga, Arata",undefined,https://myanimelist.net/character/42391/Arata_Kasuga,1791,"Trinity Seven, Trinity Seven: Nanatsu no Taizai to Nana Madoushi, Trinity Seven Movie 1: Eternity Library to Alchemic Girl",https://cdn.myanimelist.net/images/characters/13/317850.jpg
982,"Shimura, Shinpachi",16,https://myanimelist.net/character/673/Shinpachi_Shimura,1787,"Gintama, Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi, Gintama: Shiroyasha Koutan",https://cdn.myanimelist.net/images/characters/14/114081.jpg
983,"Saotome, Ranma",undefined,https://myanimelist.net/character/668/Ranma_Saotome,1783,"Ranma ½, Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!, Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!",https://cdn.myanimelist.net/images/characters/13/77009.jpg
984,Pikachu,undefined,https://myanimelist.net/character/3891/Pikachu,1779,"Pokemon, Pokemon Movie 01: Mewtwo no Gyakushuu, Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan",https://cdn.myanimelist.net/images/characters/10/289627.jpg
985,Nero,undefined,https://myanimelist.net/character/166026/Nero,1777,"Black Clover, Black Clover: Mahou Tei no Ken",https://cdn.myanimelist.net/images/characters/7/366777.jpg
986,"Azazel, Amelie",17,https://myanimelist.net/character/154518/Amelie_Azazel,1777,"Mairimashita! Iruma-kun, Mairimashita! Iruma-kun 2nd Season, Mairimashita! Iruma-kun 3rd Season",https://cdn.myanimelist.net/images/characters/10/390546.jpg
987,"Fibel, Sistine",undefined,https://myanimelist.net/character/145739/Sistine_Fibel,1777,Rokudenashi Majutsu Koushi to Akashic Records,https://cdn.myanimelist.net/images/characters/6/318845.jpg
